order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD333739,ID3313210932,2019/7/15,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 1)]",5550,,-37.8185905,144.9669967,15,4777.84,Winter,FALSE,0.2246,looks amazing great phone! loved everything about it,1
ORD077633,ID5880339360,2019/10/26,Nickolson,"[('iStream', 1), ('Lucent 330S', 2)]",2610,,-37.819738,144.9600775,10,2410.94,Spring,FALSE,0.8427,"not so great unless you want to spending alot of money on digico for everything, unable to download any google are android apps.",0
ORD167787,ID0202767933,2019/6/1,Thompson,"[('Olivia x460', 1), ('iAssist Line', 1), ('Universe Note', 1), ('Thunder line', 2)]",11260,83.55,-37.8049962,144.9273434,0,11343.55,Winter,TRUE,1.9339,really pleased with alcon 6s replace android device,1
ORD179381,ID4326586225,2019/5/27,Nickolson,"[('Thunder line', 2), ('iAssist Line', 1), ('Universe Note', 2), ('Alcon 10', 1)]",22435,64.86,-37.8171949,144.9645119,5,21378.11,Autumn,FALSE,0.4697,"you'll love this phone i bought this phone as a gift for my wife, she needed a phone to do all her planning. great product",
ORD006100,ID2776664740,2019/5/8,Nickolson,"[('iStream', 2), ('Toshika 750', 2), ('Universe Note', 2), ('iAssist Line', 1)]",18065,67.83,-37.8242985,144.9553073,0,18132.83,Autumn,TRUE,1.4042,horrible took forever to ship it “got lost�?had to send another took forever and it was all scratched up. for 65$ a flip phone no camera used and beat up.,0
ORD312476,ID0131247404,2019/12/20,Nickolson,"[('Universe Note', 1), ('Candle Inferno', 1), ('Alcon 10', 2), ('iAssist Line', 2)]",26230,74.61,-37.8142123,144.9612641,0,26304.61,Summer,FALSE,0.877,great budget phone nothing too fancy but works great!,1
ORD071724,ID1492150975,2019/8/6,Thompson,"[('iStream', 2), ('Alcon 10', 2), ('Olivia x460', 2)]",20650,48.43,-37.8151166,144.952238,5,19665.93,Winter,FALSE,0.5297,"not what you think it is product is not for usa market. i was having problems so i contacted xp support. according to the imei, this device is intended to be sold and used in hong kong. very disappointing and dishonest.",0
ORD095076,ID0144720457,2019/8/23,Nickolson,"[('Toshika 750', 2), ('pearTV', 2), ('Alcon 10', 2), ('Lucent 330S', 2)]",41620,79.51,-37.8199049,144.956864,0,41699.51,Winter,TRUE,1.1251,this is a great product!  set up was easy.  sound is wonderful.,1
ORD103929,ID3199579113,2019/8/15,Thompson,"[('Toshika 750', 1), ('pearTV', 2), ('Olivia x460', 1), ('Lucent 330S', 1)]",19395,62.5,-37.815188,144.9450088,0,19457.5,Winter,FALSE,0.3334,great sleek phone! absolutely great phone for a great price ($50) digico offered with 2 yrs contract! no other retailer could beat this price. the phone comes with amazing features and battery life. the apps run fast and is very responsive.,1
ORD027890,ID0356215218,2019/6/28,Nickolson,"[('Alcon 10', 2), ('iStream', 2), ('Olivia x460', 1), ('Candle Inferno', 1)]",19855,70.95,-37.8039762,144.9644026,10,17940.45,Winter,FALSE,1.6891,sleek!!! great phone love all the features and slim fit,
ORD148314,ID0306904039,2019/9/19,Thompson,"[('Alcon 10', 1), ('pearTV', 2)]",21570,,-37.806343,144.9487028,5,20567.48,Spring,FALSE,0.7192,love this tablet. great price and does everything iwas looking for in a tablet,1
ORD319313,ID6167489414,2019/9/30,Thompson,"[('Universe Note', 2), ('iStream', 1)]",7050,102.76,-37.8104287,144.9571029,0,7152.76,Spring,TRUE,0.9171,"easy sim swap, passed pears tests easy sim swap. took the phone to an pear store and it passed their diagnostics test. very good price. only problem is that it came with an unofficial charger cable and no headphones but that was expected.",1
ORD378468,ID0441031454,2019/11/14,Thompson,"[('Universe Note', 2), ('Candle Inferno', 1)]",7330,99.11,-37.8133366,144.9384564,0,7429.11,Spring,TRUE,0.761,i was impressed with the product the phone was like brand new only one little quarter inch scratch you could barely see in the back.,1
ORD052145,ID1449431510,2019/10/21,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 1), ('Olivia x460', 1)]",20355,,-37.8134209,144.9738303,15,17401.15,Spring,TRUE,0.688,five stars great phone for a 10yr old!,1
ORD023471,ID0579470070,2019/8/9,Thompson,"[('Thunder line', 1), ('iAssist Line', 2), ('Alcon 10', 1), ('pearTV', 1)]",21890,,-37.820836,144.9542349,25,16495.9,Winter,TRUE,1.1058,worth the money i was worried at first but it’s great! just buy a good case with it and take care of it👍,1
ORD269249,ID3066173175,2019/8/14,Nickolson,"[('Universe Note', 2), ('Toshika 750', 1), ('Lucent 330S', 1)]",12450,65.98,-37.8113578,144.9633732,15,10648.48,Winter,FALSE,0.9717,another great product from olivia...awesome phone phone is fast and very responsive thanks to an awesome processor. reception is great and you know all the features if you are looking at buying one...highly recommend this phone.,1
ORD385954,ID1897799257,2019/2/2,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 1), ('iAssist Line', 2)]",7860,,-37.8279836,144.9550019,25,5976.48,Summer,FALSE,1.6519,i bought two.  one for me and one for my daughter who lives in another state.  we love it!!,1
ORD201661,ID2190478926,2019/6/20,Nickolson,"[('iStream', 2), ('Thunder line', 2)]",4660,78.56,-37.8141907,144.9630638,10,4272.56,Winter,TRUE,0.7522,five stars love this phone. long battery life even on battery hog games.,1
ORD007945,ID0746917853,2019/11/23,Nickolson,"[('Lucent 330S', 2), ('pearTV', 1), ('Toshika 750', 1), ('Candle Inferno', 1)]",13520,107.42,-37.8245566,144.984639,10,12275.42,Spring,TRUE,1.4834,five stars great phone...i love the bigger size!! great sound...a great buy!!,1
ORD420993,ID2200514707,2019/9/5,Nickolson,"[('iStream', 2), ('Lucent 330S', 2), ('pearTV', 1), ('Universe Note', 2)]",15970,92.31,-37.8054914,144.9736456,25,12069.81,Spring,TRUE,1.5024,just be aware about the risk. i know is use phones but for the price of $700 it looks in a bad condition unfortunately you take a risk when you buy phones with out been able to see them and are used and i am not happy with this purchase.,0
ORD087486,ID0257505804,2019/1/10,Thompson,"[('Lucent 330S', 2), ('Alcon 10', 2)]",20360,,-37.7991756,144.9635001,25,15374.55,Summer,TRUE,2.0847,"fantastic.!! satisfies what i need. not a high end unit, but for me its awesome. i can go out the whole weekend without carrying a charger.",1
ORD480186,ID6167344573,2019/4/17,Nickolson,"[('pearTV', 1), ('Universe Note', 2)]",13210,63.12,-37.8156509,144.9741108,10,11952.12,Autumn,FALSE,0.5179,price love the phone,1
ORD440404,ID3806003698,2019/5/15,Thompson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Alcon 10', 2)]",28765,78.86,-37.8192711,144.9423758,0,28843.86,Autumn,TRUE,0.8425,"the best basic phone in the market simple, long battery life, prestigious, filip phone.",1
ORD200985,ID2006034703,2019/9/14,,"[('Thunder line', 1), ('Alcon 10', 2), ('Toshika 750', 1), ('Universe Note', 2)]",31300,76.96,-37.8013216,145.0010984,5,29811.96,Spring,FALSE,1.0948,love it so far i bought this phone to replace my alcon 5. love it so far. easy to use and love the screen size.,1
ORD490805,ID5402876174,2019/1/3,Nickolson,"[('Candle Inferno', 2), ('iAssist Line', 2), ('iStream', 2)]",5610,,-37.820534,144.9772392,5,5420.86,Summer,TRUE,0.7097,five stars great phone! works well! great deal! the olivia universe's are great phones!,1
ORD344301,ID2236727849,2019/2/3,Bakers,"[('Alcon 10', 1), ('Toshika 750', 1), ('Lucent 330S', 1)]",14500,53.23,-37.8099114,144.994597,10,13103.23,Summer,FALSE,0.0566,vieja ratera no me quiso pagar mi dinero pagué no le colplen nada kanga no por que mitieron esta bloqueado si neli pueden desbloquear para no recordarlo el celular es delo peor está persona no me quiso pagar mi dinero 123 mala persona no le coplen nada,
ORD466919,ID5563404250,2019/6/18,Bakers,"[('Alcon 10', 1), ('Universe Note', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",22670,82.05,-37.817382,145.0092001,10,20485.05,Winter,TRUE,1.4781,great value for the price. i am very happy to have purchased it! it does seemlesly everything i need from a phone for a very fair price. came in great condition.,1
ORD417386,ID5002595025,2019/7/24,Thompson,"[('iStream', 2), ('Lucent 330S', 1), ('pearTV', 2)]",14150,62.61,-37.8125484,144.9531176,0,14212.61,Winter,FALSE,0.5321,phone came in good condition. works fine and looks fairly new phone came in good condition.works fine and looks fairly new .i've had no issues thus far! thanks kiss electronics.i will be returning,1
ORD153313,ID1496246606,2019/3/21,,"[('Thunder line', 1), ('Olivia x460', 2), ('Toshika 750', 1)]",8950,53.74,-37.8271233,144.9851161,0,9003.74,Autumn,FALSE,,"bad the phone was advertised as ""unlocked"" i took the phone to my service provider and they could not connect the phone to my service because they said the phone is not unlocked!!!",0
ORD451926,ID0634777969,2019/2/21,Thompson,"[('Lucent 330S', 2), ('iStream', 1), ('Candle Inferno', 2)]",3470,75.06,-37.814923,144.9375649,15,3024.56,Summer,FALSE,0.8725,"takes good fast processor, takes good pics",
ORD057834,ID3285622990,2019/9/17,Thompson,"[('iStream', 2), ('Toshika 750', 2)]",8940,104.59,-37.8095255,144.9339598,0,9044.59,Spring,TRUE,1.2049,"like the phone a lot like the phone a lot..... still in the learning stage on how to use it.......only had this 3 weeks now, had a simple phone before this maybe 3 months later will give it a five star when i master this lol phone works great otherwise",1
ORD496078,ID0767751107,2019/3/9,Nickolson,"[('Toshika 750', 1), ('iStream', 2), ('Lucent 330S', 2)]",,69.73,-37.8008381,144.9724456,5,,Autumn,TRUE,1.993,"expensive repairs. no aftermarket support for repairs. to repair the screen the phone must be sent in. i just spend $126 to repair a broken screen. the phone must be sent into a repair center for this service, it's very inconvenient. i also initially received a faulty phone when i first bought it.",0
ORD034119,ID0030404320,2019/1/7,Bakers,"[('Toshika 750', 2), ('Thunder line', 2), ('pearTV', 1)]",19310,86.02,-37.8100762,144.9960042,5,18430.52,Summer,TRUE,0.0685,just what i wanted tanks this phone is just what i wanted. thanks to digico great product.,1
ORD411872,ID3213448172,2019/7/24,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 2), ('Thunder line', 1), ('Toshika 750', 1)]",17910,66.42,-37.8089694,144.9617782,0,17976.42,Winter,FALSE,1.271,five stars i want a sample or trial period for this item,1
ORD134576,ID0356474249,2019/2/19,,"[('Toshika 750', 1), ('Lucent 330S', 1), ('iStream', 1), ('Olivia x460', 2)]",8150,78.23,-37.7994664,144.9892871,0,8228.23,Summer,FALSE,1.2835,the quality for the price is right on target my son loves this phone,1
ORD246923,ID1985551131,2019/6/18,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 1)]",13270,68.94,-37.8055127,144.9661838,5,12675.44,Winter,FALSE,1.4861,good windows phone this is great deal on a xp lumia windows phone with lots of features. works well when syncing with other window and microsoft apps.. best deal i found was at digico. and i obtained free delivery.,1
ORD078889,ID0844412409,2019/3/29,Thompson,"[('Thunder line', 2), ('pearTV', 1)]",10670,65.59,-37.8209085,144.9473317,10,9668.59,Autumn,FALSE,0.917,"a month of use later the two renewed phones i got still work fine, each has a battery charge lasting about 27 hours with light use. if you use it with usb-c pd chargers, it charges pretty fast in the car.",1
ORD301726,ID1492149402,2019/6/25,Thompson,"[('Candle Inferno', 2), ('Thunder line', 1), ('pearTV', 1), ('Olivia x460', 2)]",11800,,-37.8132586,144.951568,25,8908.66,Winter,TRUE,0.401,wrong item this phone is not dual sim as indicated. really upset about my order.,0
ORD193367,ID0349915068,2019/2/27,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 1), ('Candle Inferno', 2), ('iAssist Line', 2)]",16720,86.51,-37.8218782,145.0139653,15,14298.51,Summer,FALSE,2.1127,great item.  i'm so glad i made the purchase and on gold day.,1
ORD314612,ID0060088899,2019/6/25,Nickolson,"[('Olivia x460', 2), ('iStream', 1)]",2600,80.59,-37.8214578,144.9838758,25,2030.59,Winter,TRUE,1.2993,i can do anything went i be on line it’s really good but the battery discharge too fast,
ORD441595,ID2383211224,2019/10/5,Nickolson,"[('Olivia x460', 1), ('Lucent 330S', 2), ('iAssist Line', 1), ('Toshika 750', 2)]",14550,99.54,-37.813514,144.9656373,0,14649.54,Spring,TRUE,0.6621,it was was ok its ok but i really like the 1120 better than this model,1
ORD209928,ID0579383633,2019/2/15,Thompson,"[('Alcon 10', 2), ('pearTV', 1), ('Olivia x460', 1)]",25435,99.05,-37.825289,144.9427067,15,21718.8,Summer,TRUE,1.4558,"product is good. but i did not know when i purchased ... product is good. but i did not know when i purchased it, it did not have a sim and memory card.",1
ORD220197,ID6167359502,2019/2/25,Nickolson,"[('iStream', 1), ('iAssist Line', 2), ('Thunder line', 2), ('Alcon 10', 1)]",17910,76.41,-37.8093784,144.9729283,5,17090.91,Summer,FALSE,1.0681,great phone! got this turn my daughter. she loves it!,1
ORD218371,ID0588200381,2019/3/9,Nickolson,"[('iStream', 1), ('Alcon 10', 1), ('pearTV', 2)]",21720,65.03,-37.8121236,144.9739868,5,20699.03,Autumn,FALSE,0.8192,great phone m/a,1
ORD317174,ID4326586201,2019/3/6,Nickolson,"[('Olivia x460', 1), ('Universe Note', 1), ('Lucent 330S', 1)]",5905,81.99,-37.8123177,144.9622963,0,5986.99,Autumn,TRUE,0.9462,very nice phone for a low price i was concerned about the battery life and it is great. the phone is fast and no bloatware!,1
ORD220808,ID0710002037,2019/5/15,Thompson,"[('Alcon 10', 1), ('Toshika 750', 1)]",13270,80.39,-37.813099,144.9364265,25,10032.89,Autumn,TRUE,0.9371,"i love it, a great phone i love it, a great phone, the camera is simply out of the world. i have been taking professional grade pictures with this camera",1
ORD274337,ID0227315916,2019/5/25,Bakers,"[('iStream', 2), ('Lucent 330S', 2), ('pearTV', 1), ('Alcon 10', 1)]",18020,64,-37.8038804,144.9882585,10,16282,Autumn,FALSE,0.9163,five stars awesome phone,1
ORD368050,ID1449496122,2019/7/23,,"[('iStream', 1), ('Universe Note', 1), ('Lucent 330S', 1)]",4830,66.59,-37.8238279,144.9838022,15,4172.09,Winter,FALSE,,nice love the alcon so far.,1
ORD288262,ID0457365595,2019/12/31,,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('Thunder line', 2)]",7680,51.16,-37.8204229,144.9691189,10,6963.16,Summer,FALSE,0.207,horrible!!! they sold me a phone that was reported lost or stolen. no longer works! i totally don't recommend i lost my money.,0
ORD205157,ID3306900958,2019/7/9,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 2), ('Alcon 10', 2)]",24720,49.87,-37.8191206,144.9597134,25,18589.87,Winter,FALSE,0.867,terrible for paying over 200 port is broken. had to buy a pad charger. cost 49.00. terrible for paying over 200.,0
ORD464475,ID0579963437,2019/2/11,Thompson,"[('Alcon 10', 1), ('pearTV', 1)]",15260,84.44,-37.8123768,144.9464069,25,11529.44,Summer,TRUE,0.0669,"great value i cannot talk about the functionality of the phone, because it was a gift. what i am happy about is the phone arrived earlier then expected. the phone looked brand new and it worked over in the dominican republic with no problem",1
ORD214723,ID2422388313,2019/2/14,Thompson,"[('Candle Inferno', 1), ('Thunder line', 1)]",,82.24,-37.8051758,144.9124328,15,,Summer,FALSE,3.1584,"bad battery the battery life is horrible, had to get battery replaced",0
ORD483696,ID0581741508,2019/4/13,Thompson,"[('Thunder line', 2), ('Olivia x460', 2), ('Toshika 750', 2)]",15450,67.95,-37.8047461,144.9285066,5,14745.45,Autumn,FALSE,1.8557,it works great. better than the previous inferno stick!,1
ORD118507,ID6167489359,2019/2/27,Thompson,"[('Lucent 330S', 1), ('Toshika 750', 2)]",9870,88.92,-37.8131603,144.9516,15,8478.42,Summer,TRUE,0.4021,olivia universe s7. love it love my refurbished device. works better than the brand new one i had.,1
ORD425049,ID0294622373,2019/3/24,Nickolson,"[('Thunder line', 2), ('Toshika 750', 1), ('Olivia x460', 1), ('iStream', 1)]",10055,61.58,-37.8184471,144.9670601,10,9111.08,Autumn,FALSE,0.2197,great phone!!!!! works perfectly and i love ittttttt!!!,
ORD225429,ID3268160215,2019/4/24,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 2)]",6900,,-37.8242522,144.9865647,5,6638.57,Autumn,TRUE,1.6232,looks brand new!! really pleased with this phone. it was purchased to replace an s7 edge with a broken screen. the phone looks new and i suspect it was. exactly what i was looking for and at a good price!,1
ORD038261,ID0049492975,2019/5/21,Nickolson,"[('Alcon 10', 2), ('iStream', 1)]",18050,63.28,-37.8207194,144.9745305,25,13600.78,Autumn,FALSE,0.4976,great product this was my mom's first smartphone (she recently upgraded from a cosmos 3). excellent starter phone for someone who is just getting used to a smartphone.,1
ORD408252,ID1148837660,2019/11/7,,"[('Thunder line', 2), ('Olivia x460', 2), ('Alcon 10', 1)]",15760,89.74,-37.8007265,144.9843237,5,15061.74,Spring,TRUE,,aun no he podido contactar con nadie para ver los terminos de garantia el telf solo funciono un mes ahora no enciende ni hace nada,0
ORD326596,ID0282852919,2019/12/30,Bakers,"[('pearTV', 1), ('Universe Note', 2)]",13210,80.79,-37.7990119,145.0063965,0,13290.79,Summer,FALSE,1.5682,"excellent phone for the price cheap, very nice camera and battery life, good sound too. highly recommended",1
ORD416013,ID4884445043,2019/12/27,Thompson,"[('Olivia x460', 2), ('Universe Note', 2), ('Lucent 330S', 2)]",11810,101.2,-37.8005849,144.9344349,5,11320.7,Summer,TRUE,1.7451,awesome phone!! so easy to use and works so well. i can run multiple apps at once. it's really great for people who like to draw. so many cool features and functions!,1
ORD401167,ID4269483838,2019/12/7,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",16680,69.87,-37.8161581,144.9647606,15,14247.87,Summer,FALSE,0.501,i loved the toshika trial in any product. this smart phone is amazing. i realized that is a must have cell phone.,
ORD451477,ID6197211188,2019/6/24,Thompson,"[('pearTV', 2), ('Thunder line', 2), ('iStream', 2), ('Universe Note', 1)]",20730,68.09,-37.8149608,144.9275528,25,15615.59,Winter,TRUE,1.7351,la bateria no sirve lo voy a regresar porque la bateria no sirve y quiero que me lo cambien,0
ORD306746,ID2005895257,2019/9/17,Nickolson,"[('Toshika 750', 1), ('iStream', 1), ('Lucent 330S', 1)]",5700,94.71,-37.8022208,144.9656789,0,5794.71,Spring,TRUE,1.8543,"office phone only or quite enviroment great phone , but if you work outdoors or around equipment not for you sound quality is poor and can't hear ringtones or notification sounds",0
ORD439197,ID0576841731,2019/3/19,Nickolson,"[('Toshika 750', 2), ('Candle Inferno', 2)]",9500,69.33,-37.8244598,144.9876932,0,9569.33,Autumn,FALSE,1.7237,best seller? why is this a best seller in 2018?,
ORD046486,ID1449431600,2019/1/2,Nickolson,"[('Alcon 10', 1), ('Thunder line', 1)]",11130,71.09,-37.813274,144.9737564,5,10644.59,Summer,FALSE,0.6983,wonderful product and fast delivery!,1
ORD274657,ID0777813996,2019/12/11,Thompson,"[('iStream', 1), ('Lucent 330S', 1), ('Olivia x460', 1), ('Universe Note', 1)]",6055,95.45,-37.8049354,144.9561334,5,5847.7,Summer,TRUE,1.1736,great phone! easy setup. works great. super fast charging.,1
ORD291892,ID5727168129,2019/4/17,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 1)]",7330,66.57,-37.8253939,144.9808806,15,6297.07,Autumn,FALSE,1.2511,bought this as a christmas gift for my wife. she is an avid reader. she previously had a b&n nook which stopped working. this is much nicer and she loves it. would recommend for someone who likes to read while traveling or simply at home.,1
ORD093808,ID0495761810,2019/1/12,Bakers,"[('Alcon 10', 1), ('Universe Note', 2), ('Candle Inferno', 1)]",16280,80.64,-37.8022755,144.9807326,5,15546.64,Summer,FALSE,1.5378,"get it on sale for 600 haven't used it long, but it's really nice so far. personally i wouldn't pay full price for this sort of thing, but i think 600 is a pretty solid deal.",1
ORD434977,ID2279153644,2019/9/19,Nickolson,"[('pearTV', 2), ('Universe Note', 1), ('iStream', 2)]",16370,101.04,-37.8128105,144.9736625,10,14834.04,Spring,TRUE,0.7385,works perfect,
ORD023896,ID0207085335,2019/12/27,Bakers,"[('Universe Note', 1), ('Lucent 330S', 1), ('iStream', 1), ('iAssist Line', 2)]",,79.9,-37.8143336,145.0144589,0,,Summer,FALSE,1.7585,"great. no complaints, item arrived with everything as promised. new device and new accessories even though it seemed opened.",1
ORD147756,ID3132496575,2019/12/16,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 1), ('Universe Note', 2), ('Candle Inferno', 1)]",11010,92.1,-37.8150689,144.9641288,5,10551.6,Summer,TRUE,0.6176,this tablet is so easy to set up and use. very intuitive! love love this device and all of my books can be transferred from my old version! awesome,1
ORD350153,ID3208518297,2019/10/10,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 1)]",1660,106.76,-37.8053961,144.9647047,10,1600.76,Spring,TRUE,1.5298,"good product this was to replace my previous note 4, so far so good everything works well. came with dead battery, luckily i had a charged battery on hands so that sprint could activate service on it",1
ORD124920,ID5448707281,2019/11/30,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 1), ('Universe Note', 2)]",9355,104.81,-37.8217305,144.9367444,10,8524.31,Spring,TRUE,1.3568,"best ux ever. period. i've been an android user and early adopter of google phones for years. this is definitely the best! great design, comfortable to the hand and intuitive. sure, the no-3.5-jack is worth mentioning. but i believe it is more disruptive and up with xxi century's style.",1
ORD381477,ID0060095777,2019/6/15,,"[('pearTV', 1), ('iAssist Line', 2)]",10760,63.25,-37.8155017,144.9773527,5,10285.25,Winter,FALSE,,they are a little pricey but are a good phone that will last. was hoping to use music for ring tones but didnt work the way an android works but by far a better security dydtem on an alcon.,1
ORD142998,ID1449285243,2019/6/6,Nickolson,"[('Alcon 10', 1), ('iStream', 1), ('Toshika 750', 2), ('pearTV', 2)]",30360,80.87,-37.8161105,144.9826099,10,27404.87,Winter,TRUE,1.1812,happy with this as i was with the other 2 i ordered!!,1
ORD020225,ID4787976072,2019/9/1,Thompson,"[('iStream', 2), ('Universe Note', 1), ('Toshika 750', 1)]",8070,80.3,-37.8011739,144.9416032,15,6939.8,Spring,FALSE,1.3674,the phone itself is a very good. they advertise that the phone was unlock and it was not . i purchased two phones and i think that's very miss leading and dishonest. the phone itself is a very good .,1
ORD477070,ID6202471403,2019/2/22,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 1)]",6770,57.51,-37.8213321,144.9769858,25,5135.01,Summer,FALSE,0.7213,one star it keeps freezing &it doesnt stay charged,0
ORD116471,ID0400753574,2019/9/4,Thompson,"[('Olivia x460', 2), ('Thunder line', 1), ('Alcon 10', 2), ('Candle Inferno', 1)]",,78.44,-37.8087969,144.9362431,5,,Spring,FALSE,1.0453,worth every penny i absolutely love my google pixel phone! it was easy to get started with it and get all my apps and contacts loaded on. the graphics are beautiful and i love the picture quality as well! i take all my pictures on my phone of my children and they turn out wonderful every time!,1
ORD288163,ID4883391027,2019/8/13,Bakers,"[('Lucent 330S', 2), ('iStream', 2), ('iAssist Line', 2), ('Universe Note', 2)]",14110,85.5,-37.8195648,145.0141002,5,13490,Winter,TRUE,1.9717,i loved it it works great,1
ORD078993,ID5276518426,2019/7/9,Nickolson,"[('Candle Inferno', 1), ('pearTV', 1), ('Universe Note', 2)]",13640,79.05,-37.8120177,144.9784624,25,10309.05,Winter,TRUE,1.0725,great phone love this phone. smooth transition. exceptional pictures.,1
ORD259485,ID0541122881,2019/7/3,,"[('Toshika 750', 1), ('Olivia x460', 1), ('Candle Inferno', 2)]",6405,53.52,-37.8043808,145.0133855,0,6458.52,Winter,FALSE,1.7146,junk total piece of junk and waste of time.,0
ORD244620,ID6167417962,2019/9/24,Nickolson,"[('Alcon 10', 2), ('Universe Note', 1), ('iAssist Line', 2), ('Olivia x460', 2)]",28250,,-37.8127311,144.9679035,10,25499.95,Spring,FALSE,0.6686,this tablet works well for surfing the internet and playing music.,1
ORD049759,ID4719566468,2019/9/20,Nickolson,"[('iAssist Line', 2), ('pearTV', 1), ('Olivia x460', 2)]",13210,105.54,-37.8039658,144.9641073,15,11334.04,Spring,TRUE,1.6974,"i love this new digico inferno hd. i have a 6 year old and i've set it up so that he has his own password and he loves to read all the free books available. the different shades of back lights are cool. if you purchase the new digico inferno hd, it will enhance your reading experience.",1
ORD160728,ID5002595005,2019/3/30,Thompson,"[('Universe Note', 1), ('Toshika 750', 1), ('Candle Inferno', 1), ('Alcon 10', 1)]",17150,51.04,-37.8129456,144.9517191,15,14628.54,Autumn,FALSE,0.4101,idk i dont remember details,0
ORD386310,ID5002595097,2019/5/19,Thompson,"[('Toshika 750', 1), ('Universe Note', 1), ('Thunder line', 1)]",9950,63.16,-37.8122054,144.9533103,10,9018.16,Autumn,FALSE,0.5514,very nice! everything is working fine. just have to 100% learn the commands,1
