order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD045157,ID0777786795,2019-11-08,Thompson,"[('iStream', 2), ('Candle Inferno', 1), ('Universe Note', 2), ('Alcon 10', 1)]",16580,78.67,-37.8055875,144.9536203,15,14171.67,Spring,False,0.9768,met my expectations. beautiful phone. took it international and it works well.,True
ORD103403,ID0145249634,2019-07-14,Nickolson,"[('Thunder line', 2), ('Olivia x460', 1)]",5585,65.61,-37.8167434,144.9609532,15,4812.86,Winter,False,0.7837,great phone excellent phone. no problems so far. i love it,True
ORD047128,ID0224738431,2019-07-23,Bakers,"[('Candle Inferno', 2), ('Thunder line', 2), ('Alcon 10', 2), ('Olivia x460', 1)]",24345,75.89,-37.8068758,144.9889895,15,20769.14,Winter,True,0.6497,it’s fun,True
ORD208306,ID0092149946,2019-06-10,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 1), ('Toshika 750', 2)]",27765,63.41,-37.8221192,144.9568128,0,27828.41,Winter,True,1.1868,"one star 5 month after buy it, the phone is dead. not work.",False
ORD124994,ID0283334330,2019-11-05,Thompson,"[('iAssist Line', 2), ('pearTV', 1)]",10760,90.07,-37.8002551,144.9509615,0,10850.07,Spring,False,1.4241,when one is not like the other..$100 in the trash bought two of them and my husband had no problem with his but mine had all kinds of bugs and since i threw away all my info i ended up throwing the phone awaytoo because verizon could not help me with it either,False
ORD210903,ID0361227457,2019-04-29,Bakers,"[('Alcon 10', 2), ('Olivia x460', 1), ('iAssist Line', 1), ('Universe Note', 1)]",24800,84.39,-37.8011823,144.9768985,5,23644.39,Autumn,True,1.8875,five stars beautiful,True
ORD493029,ID2264456709,2019-06-03,Nickolson,"[('Olivia x460', 2), ('pearTV', 1), ('Candle Inferno', 1)]",9190,78.44,-37.8257491,144.9602124,10,8349.44,Winter,True,1.1439,"very good basic cell phone at a very low price this olivia phone has all the basic features. voice, text, address file, etc. and it's very small compared to some of the smart phone monsters that will barely fit in a man's pocket. just a darn good basic cell phone with a long battery life.",True
ORD422182,ID3204395231,2019-01-25,Thompson,"[('Candle Inferno', 2), ('iAssist Line', 2), ('Alcon 10', 1), ('pearTV', 1)]",20570,91.53,-37.8075427,144.9479927,0,20661.53,Summer,True,0.5769,jucesl07 very nice.,True
ORD239136,ID0420022675,2019-12-09,Bakers,"[('iStream', 1), ('Candle Inferno', 1), ('Alcon 10', 1)]",9530,67.93,-37.8111528,144.9970476,15,8168.43,Summer,False,0.2051,loved it!,True
ORD235141,ID4353884085,2019-02-16,Bakers,"[('Toshika 750', 1), ('Lucent 330S', 2), ('Candle Inferno', 2), ('Alcon 10', 2)]",25540,95.11,-37.8254016,145.0142044,5,24358.11,Summer,True,2.3926,battery does not work battery does not work,False
ORD076611,ID0364329179,2019-01-27,Thompson,"[('iAssist Line', 1), ('pearTV', 2)]",14845,81.81,-37.8007208,144.959719,15,12700.06,Summer,False,1.7344,"great phone great phone, just as good as alcons, it comes down to personal preference. i got over the alcon craze and i'm glad i made the switch.",True
ORD211488,ID0767586829,2019-02-27,Nickolson,"[('Candle Inferno', 2), ('iAssist Line', 2), ('Alcon 10', 2), ('Toshika 750', 1)]",27530,97.74,-37.8089395,144.9729125,25,20745.24,Summer,True,1.1147,five stars phone is in excellent condition and it is unlocked.,True
ORD012309,ID2174966079,2019-06-05,Thompson,"[('Toshika 750', 1), ('pearTV', 1)]",10630,62.6,-37.8169769,144.9532426,5,10161.1,Winter,False,0.7241,five stars excellent,True
ORD161008,ID0250933661,2019-01-12,Bakers,"[('Lucent 330S', 1), ('pearTV', 2)]",13850,98.84,-37.8218347,145.0032785,0,13948.84,Summer,True,1.4958,five stars great phone,True
ORD496552,ID0303448822,2019-01-04,Bakers,"[('iStream', 2), ('Alcon 10', 2)]",18200,74.36,-37.8237149,145.0153917,15,15544.36,Summer,False,2.3399,phone had issues staying on the phone worked for a month then just stopped working could not stay one.i returned it and receipt was confirmed.unfortunately i did not get the replacement that was purportedly sent to me as the sealed box received did not contain a phone.,False
ORD317456,ID1132069613,2019-06-25,Thompson,"[('pearTV', 1), ('Candle Inferno', 1), ('Toshika 750', 1)]",11060,61.25,-37.8128215,144.9431476,5,10568.25,Winter,False,0.3452,good good,True
ORD073038,ID0664374694,2019-08-18,Nickolson,"[('iStream', 2), ('Alcon 10', 2), ('Lucent 330S', 1)]",19430,72.01,-37.8207651,144.966875,25,14644.51,Winter,True,0.3372,terrific android phone great phone. still learning the android way. finely gave up on windows 10 mobile.,True
ORD232533,ID3121558877,2019-01-09,Bakers,"[('Candle Inferno', 2), ('Toshika 750', 2)]",9500,70.7,-37.8083323,145.0005123,0,9570.7,Summer,False,0.5,"no 5.8ghz wifi be aware of high speed 5.8ghz wifi is not available, very disappointed. 5.8ghz wifi is the must basic feature. generally ok.",True
ORD418128,ID4633638485,2019-06-15,Thompson,"[('Thunder line', 2), ('Alcon 10', 2), ('Toshika 750', 1), ('Olivia x460', 2)]",29030,49.01,-37.8065136,144.9440952,10,26176.01,Winter,False,0.7339,poor mans alcon x poor mans alcon x,False
ORD159351,ID0477079747,2019-04-07,Bakers,"[('iAssist Line', 2), ('Toshika 750', 1), ('iStream', 1), ('Universe Note', 1)]",12370,81.96,-37.8061899,144.9783206,15,10596.46,Autumn,True,1.5465,five stars great,True
ORD093171,ID4391708632,2019-02-13,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 1), ('iStream', 2)]",4985,78.49,-37.8221478,144.9599219,15,4315.74,Summer,True,0.9345,"don't good for me. really one piece the trash, don't work fine, the signal is poor, the camera don't work show me the message one time for use your dispositive is more hot now you need re start, for work, and the gps don't work appropriately.",False
ORD279206,ID0611984646,2019-10-16,Nickolson,"[('iStream', 1), ('Universe Note', 1), ('Toshika 750', 2), ('Lucent 330S', 2)]",14700,101.26,-37.8154488,144.9627673,15,12596.26,Spring,False,0.6918,great battery life the old lady loves it,True
ORD407046,ID0257505809,2019-04-20,Thompson,"[('Toshika 750', 2), ('Universe Note', 1), ('iStream', 1)]",12240,69.88,-37.7993102,144.963207,5,11697.88,Autumn,False,2.056,"great phone i was nervous buying a used phone online, but with the costs of phones these days i figured i'd try it out. product was in perfect condition and was reset. i have had it for a year now and unlike i phones, it still works as good as the day i got it. good job google!",True
ORD461966,ID0667681693,2019-12-02,Nickolson,"[('Universe Note', 1), ('Lucent 330S', 2), ('pearTV', 1), ('Thunder line', 2)]",16580,71.43,-37.8132802,144.9725408,5,15822.43,Summer,False,0.6474,"nephew loves it it's a decent phone, which my nephew loves. he has no complains, does everything with his phone.",True
ORD303723,ID4315827371,2019-08-21,Bakers,"[('iStream', 1), ('Universe Note', 2), ('Thunder line', 1)]",9230,64.13,-37.8145067,144.9999352,10,8371.13,Winter,True,0.6505,very good one. this one is perfect. i bought this for my wife and she liked very much. good performance and camera is really good. olivia rocks.,True
ORD479374,ID4294474624,2019-04-19,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2), ('Universe Note', 1)]",29990,67.99,-37.805401,144.9737077,25,22560.49,Autumn,False,1.5135,liberados de fabrica perfecto,True
ORD063690,ID0581760704,2019-09-27,Thompson,"[('Olivia x460', 2), ('Alcon 10', 2), ('iAssist Line', 2), ('Candle Inferno', 2)]",25660,83.52,-37.8044038,144.9289851,0,25743.52,Spring,True,1.8376,worked like a charm its all good,True
ORD040843,ID0385176510,2019-05-01,Bakers,"[('iStream', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",8920,68.7,-37.7989197,144.9839018,10,8096.7,Autumn,False,1.5853,battery life great phone! good value! excellent battery life!,True
ORD401492,ID0387153055,2019-01-29,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 2), ('Olivia x460', 1)]",12635,78.37,-37.8002975,144.9497049,10,11449.87,Summer,False,1.397,work great through. looked like new it didn't come with a sim card but they gave me one free at the sprint store. work great through. looked like new.,True
ORD412247,ID4735688178,2019-02-17,Thompson,"[('Alcon 10', 2), ('iStream', 1)]",18050,96.58,-37.8031951,144.9491357,5,17244.08,Summer,False,1.0706,able to use phone internationally nice international dual sim phone,True
ORD227448,ID0702452622,2019-09-07,Thompson,"[('Universe Note', 1), ('Toshika 750', 2), ('pearTV', 2), ('Olivia x460', 1)]",25935,103.94,-37.8037581,144.9434022,0,26038.94,Spring,True,1.0435,"king of the mid range phones great design, super fast and unbeatable price. really happy i bought it.",True
ORD153434,ID1888086812,2019-11-01,Thompson,"[('iStream', 2), ('Thunder line', 2)]",4660,95.04,-37.8001285,144.9623913,5,4522.04,Spring,True,1.9406,no recomiendo no trabaja bien tiene mucho defectos,False
ORD452701,ID6197211422,2019-04-04,Thompson,"[('Candle Inferno', 2), ('iStream', 2), ('iAssist Line', 1)]",3385,81.41,-37.8172503,144.9340609,0,3466.41,Autumn,True,1.2523,great phone. great phone. needs to be recharged daily.,True
ORD196067,ID0912832679,2019-08-04,Nickolson,"[('Toshika 750', 1), ('iStream', 1), ('Thunder line', 1)]",6650,76.73,-37.8177602,144.9788454,10,6061.73,Winter,True,0.8226,it's alright to browse the internet and watch videos.,True
ORD475982,ID0591351805,2019-08-13,Nickolson,"[('iAssist Line', 1), ('pearTV', 1), ('Olivia x460', 1), ('Candle Inferno', 2)]",10620,65.12,-37.8209535,144.9570374,0,10685.12,Winter,True,1.1313,"it worked very well for me the battery lasts more than one day, it is fast, the photos are of good resolution",True
ORD491467,ID4245791604,2019-10-23,Thompson,"[('Universe Note', 1), ('Alcon 10', 1)]",12400,111.04,-37.8012547,144.9626936,5,11891.04,Spring,True,1.8719,... expected - not top of the line but works fine for my as expected - not top of the line but works fine for my needs,True
ORD065391,ID1847879568,2019-01-31,Bakers,"[('Candle Inferno', 2), ('pearTV', 2)]",13480,102.47,-37.8129073,145.0130137,10,12234.47,Summer,True,1.597,five stars delivered on time and am very happy with the product,True
ORD284881,ID0575434387,2019-09-09,Nickolson,"[('Olivia x460', 2), ('Candle Inferno', 1)]",2880,67.16,-37.8204694,144.9850547,15,2515.16,Spring,False,1.3792,"tabs button always activates by itself the tabs button always activates without me touching it, its anoying",False
ORD074361,ID3276387456,2019-10-27,Thompson,"[('Alcon 10', 1), ('Thunder line', 2), ('Lucent 330S', 2), ('iStream', 2)]",16070,102.39,-37.8180912,144.9468787,15,13761.89,Spring,True,0.6033,"great deal the phone is a just a tad slow at times, but so is ever other phone i have used. great deal. nicely made.",True
ORD487185,ID2975216739,2019-10-28,Thompson,"[('Universe Note', 1), ('pearTV', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",20710,108.31,-37.7992678,144.9591998,10,18747.31,Spring,True,1.8344,bought this for our granddaughter. she absolutely loves it! easy for her to learn how to operate.,True
ORD107510,ID1833110274,2019-04-07,Nickolson,"[('Toshika 750', 2), ('Thunder line', 1)]",10820,78.73,-37.8191333,144.9614422,15,9275.73,Autumn,True,0.7156,"in excellent condition and the expected time the phone came functioning properly, in excellent condition and the expected time. i recommend it!",True
ORD168746,ID0575386408,2019-01-19,Nickolson,"[('pearTV', 1), ('Olivia x460', 1)]",7535,78.17,-37.8200022,144.9844458,15,6482.92,Summer,False,1.3191,no scratch on screen phone came in excellent condition,True
ORD028668,ID0703557084,2019-06-10,Thompson,"[('iStream', 2), ('Olivia x460', 1), ('Alcon 10', 1)]",10475,77.12,-37.806173,144.9539356,0,10552.12,Winter,True,0.9425,battery life a lot easier to get a low bat than the original ones,True
ORD002834,ID0723965013,2019-12-29,Bakers,"[('Thunder line', 2), ('pearTV', 2), ('Universe Note', 2)]",23880,74.7,-37.8040822,145.0052811,0,23954.7,Summer,False,1.102,this is my second digico inferno. my first was the 7 inch and love the new 8 hd.,True
ORD222179,ID6167441011,2019-12-30,Thompson,"[('Universe Note', 2), ('iAssist Line', 1), ('pearTV', 1), ('Thunder line', 1)]",17615,78.93,-37.8070319,144.9597603,0,17693.93,Summer,False,1.2807,best phone i have owned phone came in timely manner. works great.,True
ORD263340,ID0575390873,2019-02-25,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 2), ('pearTV', 2), ('iAssist Line', 2)]",22290,97.91,-37.8204874,144.9848884,10,20158.91,Summer,True,1.365,looks like new this phone looks and feels brand new battery life is very good. operates correctly. activation was very simple through the verizon store.,True
ORD191715,ID0319157921,2019-12-21,Nickolson,"[('iStream', 1), ('Olivia x460', 2), ('iAssist Line', 2), ('Alcon 10', 2)]",24950,65.65,-37.8056468,144.9682151,10,22520.65,Summer,False,1.4461,not working at all it switch of and on it self says internationally unlocked but it is flashed with unauthrized software and it is locked.,False
ORD056343,ID0781109215,2019-05-12,Bakers,"[('Universe Note', 2), ('pearTV', 1), ('Candle Inferno', 2)]",14070,55.76,-37.8172189,145.0162981,25,10608.26,Autumn,False,2.0195,"at first the phone was only charging up 80% but ... at first the phone was only charging up 80% but just decided to use it and now after few weeks, it doesnt work at all.",False
ORD026627,ID1594632471,2019-06-14,Nickolson,"[('Thunder line', 1), ('Alcon 10', 1), ('pearTV', 2)]",23750,50.04,-37.8205809,144.9791177,15,20237.54,Winter,False,0.8698,"touch screen unresponsive unresponsive to finger touch. made swipe feature useless. coming from the note5, i'm going back to it. very unhappy with the phone....",False
ORD163914,ID3085953489,2019-10-15,Bakers,"[('Toshika 750', 1), ('Olivia x460', 2), ('Alcon 10', 2), ('Lucent 330S', 2)]",27130,84.97,-37.8231848,144.9880665,0,27214.97,Spring,False,1.5976,"i'm satisified with the product. it was actually such a good purchase, the phones arrived in good condition everything was as expected, 100% recomended.",True
ORD472108,ID0331420064,2019-11-22,Bakers,"[('Toshika 750', 1), ('Candle Inferno', 1), ('iAssist Line', 1), ('Lucent 330S', 1)]",8205,80.29,-37.8203354,145.0017179,0,8285.29,Spring,False,1.2845,great phone! the phone arrived quickly. it looks brand new. totally flawless you can't find anything wrong with it. i could not be happier. highly recommend!!,True
ORD188031,ID0224757682,2019-03-03,Bakers,"[('Alcon 10', 1), ('iAssist Line', 1)]",11175,48.66,-37.8073834,144.9941797,25,8429.91,Autumn,True,0.3052,"it looks new, but it's locked by verizon it looks new, but it's locked by verizon. i was written ""unlocked"" on the description when i bought it",False
ORD352283,ID3106294939,2019-02-03,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 1)]",2085,79.92,-37.8062321,144.9322668,5,2060.67,Summer,True,1.4862,five stars excellent!!!,True
ORD445991,ID6167441052,2019-08-26,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2)]",2890,78.84,-37.8113673,144.9617633,25,2246.34,Winter,True,1.0566,long life battery i wanted a small fone to slip in my pocket and i like the fact thats its a flip cover protects the main screen. its cute & the plan is cheap. in fact i have 3 gustos. it has the same basic features as those touch screen ones do. and so so easy to use. its a must have.,True
ORD401982,ID0441996141,2019-12-12,Bakers,"[('iAssist Line', 2), ('Thunder line', 1)]",6630,94.78,-37.819742,145.001089,0,6724.78,Summer,True,1.2009,five stars good product and service,True
ORD424740,ID1463620953,2019-06-13,Bakers,"[('Universe Note', 2), ('Candle Inferno', 1), ('Lucent 330S', 1), ('iStream', 1)]",8710,78.97,-37.8186231,145.0003569,25,6611.47,Winter,True,1.0608,pixel is best phone on the market by far i love my pixel!,True
ORD107209,ID4315827378,2019-01-08,Bakers,"[('Alcon 10', 2), ('Toshika 750', 2), ('Universe Note', 2)]",33440,99.12,-37.8216329,144.9986131,15,28523.12,Summer,True,1.3291,four stars good for cuba,True
ORD042930,ID2383211237,2019-08-11,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 2)]",6820,59.65,-37.8173262,144.9673987,25,5174.65,Winter,True,0.2362,"connection disappointment -- deal breaker cord connection is not the standard android type. i have continued to use olivia products for our entire family because we all can use the same chargers. don't have to keep several different car chargers in all our cars, for example. very disappointed--this is a deal breaker.",False
ORD288391,ID1492169300,2019-02-05,Thompson,"[('Universe Note', 1), ('iAssist Line', 2), ('Candle Inferno', 1), ('Toshika 750', 1)]",12650,69.56,-37.8017022,144.9636299,5,12087.06,Summer,False,1.9008,the phone will not last very long. this phone only lasted me about 4 months then it started doing some reboot thing and i had to replace it. but i just got a store brought phone instead.,False
ORD215918,ID3191033048,2019-06-12,Nickolson,"[('pearTV', 2), ('Lucent 330S', 1), ('Toshika 750', 1), ('Alcon 10', 1)]",27120,78.29,-37.8111043,144.9691889,10,24486.29,Winter,True,0.8345,meh it's alright but very limited to what other phones can do within the same price range. it does the basic functions but be ready for headache when dealing with the storage.,True
ORD353357,ID2700682439,2019-10-28,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 2), ('Lucent 330S', 1)]",6450,77.13,-37.823317,144.976448,0,6527.13,Spring,False,0.8026,best regards. alvaro i need the power plug to reconnect the charger because i am in the usa not in europe. it is a second one to plug it into the outlet on the wall. my phone came without that second one. calaxyj5 sm-j500h...emotional version. thanks. best regards. alvaro prada,True
ORD129829,ID0161467126,2019-10-19,Thompson,"[('Toshika 750', 2), ('iStream', 2), ('iAssist Line', 2)]",13390,78.52,-37.8131974,144.958884,25,10121.02,Spring,False,1.0407,five stars good quality phone for its price! now only if they made a black tablet hahah,True
ORD294680,ID3106293104,2019-01-27,Thompson,"[('Alcon 10', 1), ('iAssist Line', 1)]",11175,63.12,-37.8064176,144.9324749,25,8444.37,Summer,False,1.4602,"the cell phone does not come only the box, the cell phone does not come only the box, it seems strange that i was not sent",False
ORD187166,ID4283908173,2019-08-14,Bakers,"[('iAssist Line', 1), ('Universe Note', 2), ('Alcon 10', 2), ('iStream', 1)]",27175,66.21,-37.8110224,145.0051534,15,23164.96,Winter,False,0.88,"excelente producto perfecto, muy buen celular para un uso moderado de aplicaciones.",True
ORD076804,ID0227324713,2019-10-22,Bakers,"[('Thunder line', 1), ('Toshika 750', 1), ('Candle Inferno', 1)]",6930,100.37,-37.8042242,144.9934496,5,6683.87,Spring,True,0.6614,"original works perfectly. great conditions. it wasn't in the original package and didn't bring the earphones, but other than that, great deal!",True
ORD189515,ID0356215206,2019-03-01,Nickolson,"[('Candle Inferno', 2), ('Lucent 330S', 2), ('Alcon 10', 2)]",21220,68.79,-37.803536,144.9648914,15,18105.79,Autumn,True,1.7257,not a fan this screen is terrible. only had the phone for a couple days and the screen is deeply scratched.,False
ORD176248,ID1462398911,2019-10-12,Bakers,"[('Alcon 10', 1), ('iStream', 1), ('Lucent 330S', 1), ('iAssist Line', 2)]",14780,109.95,-37.8199587,145.0127352,0,14889.95,Spring,True,1.8971,it's brand new love the cell phone!,True
ORD438300,ID0456876517,2019-04-21,Thompson,"[('pearTV', 1), ('Lucent 330S', 1), ('Universe Note', 2)]",14440,69.51,-37.7976169,144.9528668,15,12343.51,Autumn,False,1.7519,this tablet works as well or better than my ipad. it is quicker and simpler to use with better speed and reaction.,True
ORD397166,ID4416171557,2019-02-17,Thompson,"[('Lucent 330S', 2), ('Toshika 750', 2), ('Olivia x460', 2)]",13550,94.47,-37.8054831,144.9498234,5,12966.97,Summer,True,0.8362,great phone!! had to replace my stolen phone and they delivered on time and product was as described and works well.,True
ORD361032,ID2992212332,2019-08-31,Nickolson,"[('Toshika 750', 2), ('iStream', 2)]",8940,64.51,-37.8216678,144.9737127,25,6769.51,Winter,False,0.5009,four stars nice phone,True
ORD332135,ID2975262283,2019-05-31,Bakers,"[('Candle Inferno', 2), ('Thunder line', 1), ('Olivia x460', 2), ('iAssist Line', 2)]",9940,81.96,-37.8237048,144.9970525,25,7536.96,Autumn,True,1.5344,perfect perfecto,True
ORD026304,ID5002595071,2019-08-31,Thompson,"[('Toshika 750', 1), ('iAssist Line', 1), ('pearTV', 1)]",12855,76.03,-37.8116493,144.9528672,25,9717.28,Winter,True,0.5225,"easily activated with att easily activated with att. battery is great. works as described. as per other reviews, great budget phone with minor negatives.",True
ORD238062,ID0387152991,2019-11-24,Thompson,"[('Olivia x460', 2), ('pearTV', 1), ('Universe Note', 1), ('iAssist Line', 1)]",14435,101.09,-37.8053849,144.94865,5,13814.34,Spring,True,0.8231,pretty sweet device pretty sweet device,True
ORD346741,ID6167413255,2019-02-25,Nickolson,"[('Toshika 750', 1), ('iStream', 1), ('Olivia x460', 1), ('Candle Inferno', 1)]",6125,71.5,-37.8129552,144.9680058,0,6196.5,Summer,True,0.6423,works great. as described. works great.,True
ORD152849,ID0777788328,2019-01-27,Thompson,"[('iAssist Line', 2), ('Toshika 750', 2)]",13090,73.13,-37.806898,144.9541113,15,11199.63,Summer,False,0.8927,five stars good deal,True
ORD018942,ID0767730103,2019-01-28,Nickolson,"[('pearTV', 2), ('iAssist Line', 1)]",14845,83.81,-37.8045761,144.9705632,0,14928.81,Summer,True,1.5631,olivia s7 edge i dislike it since the phone that was sent had bad motherboard,False
ORD117974,ID0302135273,2019-10-04,Bakers,"[('iStream', 2), ('iAssist Line', 1), ('Olivia x460', 1), ('Candle Inferno', 2)]",4610,105.13,-37.8077748,144.9821599,5,4484.63,Spring,True,1.1759,"happy customer i waited a bit to review this phone. i am very happy with this phone, yes it did take a bit to get use to the ""edge"" aspect, but i am learning quickly. very nice phone.",True
ORD116172,ID2948774576,2019-09-25,Nickolson,"[('Lucent 330S', 2), ('Thunder line', 1), ('iAssist Line', 1), ('pearTV', 2)]",19485,103.84,-37.809039,144.9719353,25,14717.59,Spring,True,1.0842,love love love this phone this phone is easy to use i love the large size and the pictures it takes are photographer quality. i use it more like a computer as well as watching movies and videos and electronic reading.,True
ORD175137,ID6167440987,2019-02-01,Nickolson,"[('Toshika 750', 2), ('Candle Inferno', 1)]",9070,74.67,-37.8133626,144.962603,25,6877.17,Summer,False,0.8441,awesome phone! s7 is best ever. the only reason i know this phone is not brand new is they had to tell me.,True
ORD478244,ID1112411389,2019-08-07,Thompson,"[('Candle Inferno', 2), ('iAssist Line', 1), ('Universe Note', 2)]",9985,83.9,-37.8030115,144.9295058,5,9569.65,Winter,True,1.8822,"you may find yourself being productive. midrange gold. great upgrade, decent price, great features. i'm already managing to get ridiculous productivity with this device. a single bluetooth keyboard and i could replace three computers.",True
ORD117156,ID0282852909,2019-09-02,Bakers,"[('Universe Note', 2), ('Lucent 330S', 2), ('Olivia x460', 2)]",11810,83.02,-37.800252,145.0095156,0,11893.02,Spring,False,1.6597,i love it i love i love 😍😍😍😍😍 this price for ... i love it i love i love 😍😍😍😍😍 this price for the lucentrola came so in handy after my original lucent z play phone screen was broken i'm so happy on my purchase thanks,True
ORD268345,ID0711785484,2019-10-03,Thompson,"[('iAssist Line', 1), ('pearTV', 2), ('Lucent 330S', 1), ('Candle Inferno', 2)]",16935,97.1,-37.8165514,144.9458975,10,15338.6,Spring,True,0.4438,five stars awesome phone for the money! i was ver very pleased on condition and the shipment! would definitely recommend this!,True
ORD244798,ID6167357881,2019-04-20,Nickolson,"[('Thunder line', 2), ('iAssist Line', 1)]",6585,62.45,-37.8128255,144.9738022,10,5988.95,Autumn,True,0.7431,one star i did not like it because it did not work,False
ORD463603,ID0266737786,2019-01-22,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 2), ('Alcon 10', 2), ('pearTV', 2)]",37300,60.89,-37.822152,144.980623,0,37360.89,Summer,True,1.051,it's so slow it's so slow,False
ORD309139,ID0055846402,2019-05-08,Bakers,"[('Candle Inferno', 2), ('iStream', 1), ('Universe Note', 2), ('Olivia x460', 1)]",9135,83.46,-37.8109297,145.0153861,15,7848.21,Autumn,True,1.7755,satisfied customer i realky like this purchase!,True
ORD251998,ID6143901733,2019-04-05,Bakers,"[('iAssist Line', 1), ('iStream', 2), ('Candle Inferno', 1)]",2955,68.87,-37.8028084,145.0041919,0,3023.87,Autumn,False,1.123,five stars perfect. came just as i expected.,True
ORD204055,ID2006034697,2019-08-04,Bakers,"[('Olivia x460', 1), ('iStream', 1), ('Thunder line', 2), ('Candle Inferno', 2)]",6595,66.7,-37.8010605,144.9984193,15,5672.45,Winter,False,1.0334,"good alternative mobile phone great phone and well priced. a good alternative for the i-phone. many good features, wi-fi, internet, lots of good applications, voice to text and voice commands work very well.",True
ORD465848,ID2975231284,2019-04-08,Thompson,"[('iStream', 1), ('Candle Inferno', 2), ('Alcon 10', 2), ('Thunder line', 2)]",23270,55.01,-37.8005257,144.9585961,10,20998.01,Autumn,False,1.6901,pretty tangerine color. first tablet had bad earphone jack; second product would not connect to wifi no matter where we tried. all of our other tablets work fine.we will order another digico inferno tablet.,False
ORD146243,ID1492416105,2019-07-22,Thompson,"[('Alcon 10', 2), ('iAssist Line', 2)]",22350,70.94,-37.8009419,144.9563946,0,22420.94,Winter,False,1.5421,"this is an affordable tablet and works well, you just have to deal with a lot of advertising.",True
ORD200162,ID3293340273,2019-10-24,Nickolson,"[('Lucent 330S', 1), ('Candle Inferno', 1), ('iAssist Line', 2)]",6110,106.2,-37.8245941,144.9821862,10,5605.2,Spring,True,1.2963,very pleased the phone was received in almost new condition. i'm very pleased with the purchase.,True
